,X,Y,grid_code,B8,B4,B3,B2,NDVI,MSAVI,EVI,LAI,RGR,RGI,OSAVI,AGB,year
29,153.1543274,-27.6665936,0.2178821,3422,853,1120,1116,0.600935697555542,0.7507032221078589,0.6315142576204524,2.1668185840707967,0.7616071701049805,0.13532690703868866,0.6009131821966898,50.922042574759246,2015
30,153.156662,-27.6659641,0.2186117,3013,1360,1292,1244,0.3780013620853424,0.5485815400211322,0.34894030228827144,1.144466013678966,1.0526316165924072,-0.025641025975346565,0.37798754218917213,7.058923076923077,2015
31,153.1567535,-27.6658745,0.2207678,2611,1298,1157,1200,0.3358915448188782,0.5028245898083696,0.2879638564786385,0.9238532327397141,1.1218669414520264,-0.05743381008505821,0.3358777844856696,-1.6044830957230154,2015
32,153.156662,-27.6658745,0.2208971,2611,1298,1157,1200,0.3358915448188782,0.5028245898083696,0.2879638564786385,0.9238532327397141,1.1218669414520264,-0.05743381008505821,0.3358777844856696,-1.6044830957230154,2015
33,153.1559448,-27.6665936,0.2211859,2382,687,863,984,0.5522971749305725,0.7115438183850529,0.46443445857080223,1.5623238711091623,0.7960602641105652,0.1135483905673027,0.5522683731053448,44.98748129032258,2015
34,153.15625,-27.6665039,0.2213382,2440,806,922,999,0.5033887624740601,0.6696267977972639,0.4175397352685644,1.3926587622016662,0.8741865754127502,0.06712962687015533,0.5033639746654509,32.33855555555556,2015
35,153.1564484,-27.6664143,0.2218343,2703,863,1007,1067,0.515984296798706,0.6806849143613363,0.4656577415599534,1.5667497089639113,0.857001006603241,0.07700534909963608,0.5159611458824057,35.02964919786096,2015
36,153.1565552,-27.6661453,0.2219864,2847,1167,1135,1158,0.41853511333465576,0.5900523550099024,0.3762092439985669,1.2431250447868152,1.0281938314437866,-0.013900956138968468,0.4185184447057417,10.258045178105995,2015
37,153.1557465,-27.6665936,0.2220675,2302,746,903,1001,0.5104987025260925,0.6758863892314366,0.41961059274041307,1.4001511245348146,0.8261350989341736,0.09520921856164932,0.510471891239305,39.99013098847786,2015
38,153.1563568,-27.6663246,0.2235578,2657,925,989,1066,0.4835287630558014,0.6518202953334367,0.4240109674892284,1.4160716803760285,0.9352881908416748,0.0334378257393837,0.4835071576925654,23.157673981191223,2015
39,153.1542969,-27.6665936,0.2249507,2375,1003,1131,1229,0.4061574935913086,0.5776328477600146,0.3738215901040815,1.234486512996567,0.8868257999420166,0.05998125672340393,0.4061382527766595,30.390652296157448,2015
40,153.1548157,-27.6641598,0.2275893,2982,1027,1116,1169,0.4876527786254883,0.6555624077236644,0.47101623861610376,1.5861367513130635,0.9202508926391602,0.04153056442737579,0.48763331969789186,25.362912739150723,2015
41,153.1550293,-27.6665936,0.2281542,2519,1058,1067,1116,0.40844282507896423,0.5799437060331911,0.34795655901686195,1.1409068305230066,0.9915651082992554,0.004235294181853533,0.40842456026568563,15.200100705882353,2015
42,153.1563568,-27.6664143,0.2283184,2703,863,1007,1067,0.515984296798706,0.6806849143613363,0.4656577415599534,1.5667497089639113,0.857001006603241,0.07700534909963608,0.5159611458824057,35.02964919786096,2015
43,153.1568604,-27.6657848,0.2284327,2785,1042,1090,1096,0.45544812083244324,0.6258107411745186,0.4028381251733383,1.3394683368771378,0.9559633135795593,0.022514071315526962,0.4554290910231085,20.180994371482175,2015
44,153.1563568,-27.6665039,0.228756,2703,863,1007,1067,0.515984296798706,0.6806849143613363,0.4656577415599534,1.5667497089639113,0.857001006603241,0.07700534909963608,0.5159611458824057,35.02964919786096,2015
45,153.1543121,-27.6665039,0.2299413,1925,1170,1158,1325,0.24394184350967407,0.39214587857441074,0.20954759922286983,0.6401432139883431,1.0103627443313599,-0.005154639016836882,0.24392923144522416,12.641381443298968,2015
46,153.1549377,-27.6665936,0.2349553,2519,1058,1067,1116,0.40844282507896423,0.5799437060331911,0.34795655901686195,1.1409068305230066,0.9915651082992554,0.004235294181853533,0.40842456026568563,15.200100705882353,2015
47,153.1548309,-27.6665936,0.2359071,2735,1139,1124,1165,0.41197729110717773,0.5835021887778566,0.36837003185154416,1.2147627752388868,1.0133452415466309,-0.0066283694468438625,0.41196027009725983,12.23979584622183,2015
48,153.1563568,-27.666235,0.2368292,2780,1113,1095,1161,0.4282044768333435,0.5995971078386901,0.38765638807497327,1.284540812055253,1.016438364982605,-0.008152173832058907,0.4281868713333128,11.824565217391303,2015
49,153.1549072,-27.6637993,0.2403185,2861,972,1101,1123,0.492825448513031,0.6602194460451756,0.4598120831507717,1.5456001168394922,0.8828337788581848,0.06222865357995033,0.4928048920472926,31.003059334298115,2015
50,153.1564484,-27.6661453,0.2403258,2656,1166,1126,1180,0.3898482322692871,0.5609476119375358,0.3448435474912054,1.1296439548231811,1.0355240106582642,-0.01745200715959072,0.38983192749649415,9.290397905759162,2015
51,153.1548767,-27.6638889,0.24043,2887,965,1100,1131,0.49896156787872314,0.6657044437065451,0.47133258129383493,1.5872812791210946,0.8772727251052856,0.06537530571222305,0.49894085396245225,31.86050847457627,2015
52,153.1548004,-27.6642494,0.2405131,2971,1067,1166,1193,0.4715205430984497,0.6408229268085961,0.45657282624334555,1.533880485348424,0.9150943160057068,0.04433497413992882,0.47150187213978645,26.12710344827586,2015
53,153.1548157,-27.6641407,0.241171,2974,978,1096,1121,0.5050607323646545,0.6711128580382137,0.4782212851598064,1.6122046097081792,0.8923357725143433,0.05689489096403122,0.5050402817699688,29.549629701060752,2015
54,153.1561584,-27.6665039,0.2442326,2440,806,922,999,0.5033887624740601,0.6696267977972639,0.4175397352685644,1.3926587622016662,0.8741865754127502,0.06712962687015533,0.5033639746654509,32.33855555555556,2015
55,153.1549225,-27.6636391,0.2450423,3144,833,1057,1078,0.5810912847518921,0.7350199164061451,0.5744754897086607,1.9604523217659344,0.7880794405937195,0.11851851642131805,0.5810678976958433,46.34182222222222,2015
56,153.1548309,-27.6642494,0.2465584,3057,1159,1214,1223,0.4501897394657135,0.6208316323654799,0.4377912072703788,1.4659285879042305,0.9546952247619629,0.023177413269877434,0.4501726689689196,20.36175221238938,2015
57,153.1548309,-27.6641598,0.2480945,3134,1041,1169,1183,0.5013173818588257,0.6678012375964499,0.4979776350226029,1.6836830835117773,0.8905047178268433,0.05791855230927467,0.501298153843206,29.82857375565611,2015
58,153.1549835,-27.6633511,0.2482215,3049,781,1074,1040,0.5921670794487,0.7438191944570463,0.5707096124811272,1.9468273779567182,0.7271881103515625,0.1579514890909195,0.5921423648098252,57.08714716981132,2015
59,153.1565552,-27.6659641,0.2496949,2901,1370,1219,1278,0.3584640622138977,0.5277060957646427,0.33178744798890436,1.0824069868238557,1.1238720417022705,-0.05832367762923241,0.3584506316785136,-1.8469687137891082,2015
60,153.1565552,-27.6660538,0.2510531,3062,1360,1271,1261,0.3848937153816223,0.5558055379260622,0.36168132942326486,1.1905630498533721,1.0700236558914185,-0.033827442675828934,0.384879787253288,4.828157354618016,2015
61,153.1547241,-27.664608,0.2511062,3677,895,1208,1123,0.6084864139556885,0.7565700065497367,0.6546190408960422,2.2504116899618807,0.7408940196037292,0.14883500337600708,0.6084651455767077,54.60294151212553,2015
62,153.15625,-27.6664143,0.2514599,2440,806,922,999,0.5033887624740601,0.6696267977972639,0.4175397352685644,1.3926587622016662,0.8741865754127502,0.06712962687015533,0.5033639746654509,32.33855555555556,2015
63,153.1556396,-27.6665039,0.251993,2814,985,1069,1103,0.48144248127937317,0.6499240364637444,0.4374970099985647,1.4648641821748072,0.9214218854904175,0.04089581221342087,0.48142220911991074,25.18994547224927,2015
64,153.1557465,-27.6665039,0.2523064,2648,874,998,1061,0.5036910772323608,0.6698978219919809,0.4464240777089939,1.49716231315114,0.8757514953613281,0.06623931974172592,0.503668203602335,32.095948717948716,2015
65,153.1549225,-27.6637096,0.2523727,3034,925,1055,1110,0.5327102541923523,0.6950870235573348,0.5139389804074471,1.7414312311141438,0.8767772316932678,0.06565656512975693,0.532688752159549,31.937151515151516,2015
66,153.1547089,-27.6646976,0.2537198,3668,927,1218,1131,0.5965179800987244,0.7472479732223292,0.637590137241219,2.1888011165387304,0.761083722114563,0.13566432893276215,0.5964971839935933,51.01398881118881,2015
67,153.1552429,-27.6665039,0.2545842,2620,1021,1038,1137,0.43916505575180054,0.6102599536752678,0.3912022312472476,1.2973696726525419,0.9836223721504211,0.00825643539428711,0.4391457667336783,16.29584555609519,2015
68,153.1560516,-27.6665039,0.2549694,2314,746,902,989,0.5124183297157288,0.6775673142074083,0.41824486529741256,1.3952099226460386,0.8270509839057922,0.0946601927280426,0.5123915089407091,39.84052427184466,2015
69,153.1555481,-27.6665039,0.2552666,2814,985,1069,1103,0.48144248127937317,0.6499240364637444,0.4374970099985647,1.4648641821748072,0.9214218854904175,0.04089581221342087,0.48142220911991074,25.18994547224927,2015
70,153.155014,-27.6633244,0.2558418,3184,711,1028,1035,0.6349165439605713,0.7766687414559783,0.6381935483870969,2.1909842580645162,0.6916342377662659,0.18228867650032043,0.6348904794668255,63.718933870040246,2015
71,153.1548615,-27.6639805,0.2592233,3038,902,1077,1121,0.5421319603919983,0.7030597816451518,0.5317401045556387,1.805835698282301,0.8375115990638733,0.08842849731445312,0.5421099650775604,38.14241232945932,2015
72,153.1543274,-27.6664143,0.2595829,3467,788,1075,1089,0.6296122074127197,0.7726888317274643,0.6679132385938669,2.2985100972326102,0.7330232262611389,0.15405260026454926,0.6295885466116433,56.02471819645732,2015
73,153.1546783,-27.6647873,0.2596992,3618,930,1223,1135,0.5910290479660034,0.742925513101909,0.6288896167703899,2.1573226334752706,0.7604252099990845,0.13608917593955994,0.5910082319003729,51.12975661867162,2015
74,153.1545105,-27.6656055,0.2600709,3223,796,1086,1059,0.6038815379142761,0.7529962778648951,0.6033411226569878,2.064888181772982,0.7329649925231934,0.15409138798713684,0.6038575224673812,56.03528799149841,2015
75,153.15625,-27.6663246,0.2607584,2658,995,1042,1081,0.4552422761917114,0.6256143301279735,0.3951808374126705,1.311764269759042,0.9548944234848022,0.023073146119713783,0.45522232806666013,20.333340206185568,2015
76,153.1559448,-27.6665039,0.2624194,2518,719,877,964,0.5557615160942078,0.7144154038851411,0.4683920016663195,1.5766422620287437,0.8198403716087341,0.09899749606847763,0.5557340384781723,41.02242105263157,2015
77,153.1543274,-27.6665039,0.2628312,3117,894,1114,1146,0.5542258620262146,0.7131529409971336,0.5621586081327129,1.9158898442241554,0.8025134801864624,0.10956175625324249,0.5542037714775776,43.90113944223107,2015
78,153.1553345,-27.6665039,0.2633436,2620,1021,1038,1137,0.43916505575180054,0.6102599536752678,0.3912022312472476,1.2973696726525419,0.9836223721504211,0.00825643539428711,0.4391457667336783,16.29584555609519,2015
79,153.1546173,-27.6650658,0.2640721,3563,893,1190,1107,0.5991920828819275,0.7493421514886904,0.6286198615623675,2.1563466591326454,0.7504201531410217,0.14258281886577606,0.5991705863344224,52.8992462794047,2015
80,153.1548309,-27.6640701,0.2643402,3111,934,1083,1126,0.5381953120231628,0.6997412241330494,0.5299415774099319,1.7993286270691335,0.8624191880226135,0.07387208938598633,0.5381740153665121,34.17584828953892,2015
81,153.1567535,-27.6657848,0.2643415,2269,919,944,1079,0.42346298694610596,0.5949226554230336,0.3482792425571436,1.1420742995717457,0.9735169410705566,0.013419216498732567,0.4234417344173442,17.70268276972625,2015
82,153.1551361,-27.6665039,0.2646848,2625,1048,1075,1114,0.42934930324554443,0.6007162178584622,0.37341352528888044,1.2330101344951694,0.9748837351799011,0.012717852368950844,0.4293306036219495,17.51156382477626,2015
83,153.1547241,-27.6646004,0.2657909,3677,895,1208,1123,0.6084864139556885,0.7565700065497367,0.6546190408960422,2.2504116899618807,0.7408940196037292,0.14883500337600708,0.6084651455767077,54.60294151212553,2015
84,153.1546631,-27.6648788,0.2661509,3703,941,1203,1125,0.594745934009552,0.7458561227699647,0.6328185858956147,2.1715376437703338,0.7822111248970032,0.12220149487257004,0.5947254185902294,47.34541791044776,2015
85,153.1554413,-27.6665039,0.266701,2821,990,1080,1103,0.4804513156414032,0.6490202422955917,0.4364303761262334,1.4610051008247127,0.9166666865348816,0.043478261679410934,0.4804311548190053,25.89365217391304,2015
86,153.1547852,-27.6643391,0.2670538,2971,1067,1166,1193,0.4715205430984497,0.6408229268085961,0.45657282624334555,1.533880485348424,0.9150943160057068,0.04433497413992882,0.47150187213978645,26.12710344827586,2015
87,153.1544342,-27.6665039,0.2671437,3529,893,1160,1105,0.5961103439331055,0.7469270293222507,0.6217274399735836,2.1314098778244257,0.7698276042938232,0.1300535798072815,0.5960887891889937,49.48508037018997,2015
88,153.1547241,-27.6647873,0.2671882,3618,930,1223,1135,0.5910290479660034,0.742925513101909,0.6288896167703899,2.1573226334752706,0.7604252099990845,0.13608917593955994,0.5910082319003729,51.12975661867162,2015
89,153.1546021,-27.6651573,0.2673015,3626,893,1191,1123,0.604779839515686,0.7536975127450205,0.6469251526771764,2.2225752023860244,0.7497900724411011,0.1429942399263382,0.6047584064295135,53.01135892514395,2015
90,153.156662,-27.6657848,0.2679417,2269,919,944,1079,0.42346298694610596,0.5949226554230336,0.3482792425571436,1.1420742995717457,0.9735169410705566,0.013419216498732567,0.4234417344173442,17.70268276972625,2015
91,153.1543732,-27.666235,0.2703762,4192,671,1073,1045,0.7240386605262756,0.8399171688552087,0.8479842011463802,2.9500068397476036,0.6253494620323181,0.2305045872926712,0.7240148380888147,76.85757798165137,2015
92,153.1549683,-27.6634407,0.2706653,3227,853,1156,1076,0.58186274766922,0.7356376704542527,0.5776155717761557,1.9718131386861315,0.737889289855957,0.15082129836082458,0.5818399278459668,55.14420209059233,2015
93,153.1567535,-27.6640701,0.2714736,2493,1042,1024,1135,0.4104667603969574,0.5819808906671824,0.35450769606645494,1.1646088443684337,1.017578125,-0.00871248822659254,0.4104481833919823,11.671881897386253,2015
94,153.1547241,-27.664608,0.2719832,3677,895,1208,1123,0.6084864139556885,0.7565700065497367,0.6546190408960422,2.2504116899618807,0.7408940196037292,0.14883500337600708,0.6084651455767077,54.60294151212553,2015
95,153.1565552,-27.6658745,0.2720674,2504,1070,1031,1168,0.4012311100959778,0.5726348394209708,0.35271546635183004,1.158124557260921,1.0378273725509644,-0.018562588840723038,0.40121315218121184,8.9877686815802,2015
96,153.1546173,-27.6650581,0.2725956,3526,920,1179,1115,0.5861448645591736,0.7390537644218966,0.6098188795806618,2.0883247063228345,0.7803223133087158,0.12339209020137787,0.5861237562300952,47.66985135778942,2015
97,153.15448,-27.6656952,0.2732461,3516,823,1122,1078,0.6206499338150024,0.7659016927914308,0.6492911563313724,2.2311354036069053,0.7335115671157837,0.15372750163078308,0.6206270338037777,55.936130591259634,2015
98,153.1547394,-27.6665039,0.2744178,2829,1087,1126,1144,0.4448416829109192,0.6157234697634522,0.40432643208615715,1.3448530312877165,0.9653640985488892,0.017623135820031166,0.4448235005719889,18.848234071396295,2015
99,153.1548309,-27.6643391,0.2745579,3057,1159,1214,1223,0.4501897394657135,0.6208316323654799,0.4377912072703788,1.4659285879042305,0.9546952247619629,0.023177413269877434,0.4501726689689196,20.36175221238938,2015
100,153.1543579,-27.6663246,0.2746604,4019,671,1034,1011,0.7138592600822449,0.833025740998437,0.7999999999999998,2.7763999999999993,0.6489361524581909,0.21290323138237,0.7138349224759923,72.06127741935484,2015
101,153.1546326,-27.6665039,0.2750404,3100,1144,1213,1186,0.4608859419822693,0.630930184308454,0.44177432469057726,1.4803395067305085,0.9431162476539612,0.029274500906467438,0.4608685817688306,22.023184556639794,2015
102,153.1544189,-27.6659737,0.2756951,4005,662,1045,1031,0.7163059711456299,0.8346893903853925,0.8158036019327444,2.833577431792669,0.6334928274154663,0.22437024116516113,0.7162814216782798,75.18599297012301,2015
103,153.1544342,-27.6659641,0.2758794,3498,760,1070,1056,0.6430249214172363,0.7827086798452001,0.6751824817518249,2.3248102189781026,0.7102803587913513,0.16939890384674072,0.6430007327108422,60.20652459016393,2015
104,153.1567535,-27.6645184,0.2766781,2783,1033,1081,1110,0.4585953950881958,0.6287758863149975,0.41056681681681684,1.367430743243243,0.9555966854095459,0.022705771028995514,0.4585761603287074,20.23323178807947,2015
105,153.1567535,-27.6644287,0.2770148,3006,1086,1128,1129,0.4692082107067108,0.638684170542092,0.4342123117282555,1.4529801438328285,0.9627659320831299,0.0189701896160841,0.46918986549890523,19.215300813008128,2015
106,153.1547241,-27.6646976,0.2774339,3668,927,1218,1131,0.5965179800987244,0.7472479732223292,0.637590137241219,2.1888011165387304,0.761083722114563,0.13566432893276215,0.5964971839935933,51.01398881118881,2015
107,153.1568604,-27.6645184,0.2784271,2217,670,836,988,0.5358503460884094,0.6977422422178279,0.4381443298969072,1.4672061855670102,0.8014354109764099,0.11022576689720154,0.5358206680613475,44.0820796812749,2015
108,153.1545258,-27.6656055,0.2784372,3062,714,985,1034,0.6218220591545105,0.7667898721156234,0.6120321134396831,2.0963321864247737,0.7248731255531311,0.15950559079647064,0.6217956866234482,57.510635668040024,2015
109,153.154953,-27.6635303,0.2785636,3459,931,1194,1100,0.5758542418479919,0.7308186292625578,0.5854562297359889,2.0001806391848076,0.7797319889068604,0.12376470863819122,0.5758332270350056,47.771387294117645,2015
110,153.1549377,-27.6665039,0.2785804,2720,1092,1068,1124,0.4270724058151245,0.598485238849662,0.37539199409703006,1.240168234643055,1.0224719047546387,-0.011111111380159855,0.4270544783010157,11.018266666666666,2015
111,153.1546326,-27.6650658,0.2792452,3500,921,1182,1120,0.5833522081375122,0.7368294411689931,0.6067664219838133,2.0772809147374365,0.779187798500061,0.12410841882228851,0.583331071483502,47.86504707560627,2015
112,153.1544189,-27.6660538,0.2793411,4005,662,1045,1031,0.7163059711456299,0.8346893903853925,0.8158036019327444,2.833577431792669,0.6334928274154663,0.22437024116516113,0.7162814216782798,75.18599297012301,2015
113,153.1545258,-27.6656952,0.2794774,3509,893,1134,1105,0.5942753553390503,0.7454845059337458,0.6181766624131575,2.118563164610804,0.787477970123291,0.11889491975307465,0.5942537299870972,46.44438973852984,2015
114,153.1550293,-27.6665039,0.2801799,2720,1092,1068,1124,0.4270724058151245,0.598485238849662,0.37539199409703006,1.240168234643055,1.0224719047546387,-0.011111111380159855,0.4270544783010157,11.018266666666666,2015
115,153.1547241,-27.6653366,0.2802915,3827,884,1195,1124,0.6247081160545349,0.7689864585463511,0.6875525651808243,2.3695651808242224,0.7397489547729492,0.14959114789962769,0.6246869136263681,54.80898989898989,2015
116,153.1558533,-27.6665039,0.2804465,2518,719,877,964,0.5557615160942078,0.7144154038851411,0.4683920016663195,1.5766422620287437,0.8198403716087341,0.09899749606847763,0.5557340384781723,41.02242105263157,2015
117,153.1546326,-27.6649761,0.2806419,3496,912,1185,1131,0.5862069129943848,0.7391028561464736,0.6160888846502313,2.111009584664537,0.7696202397346497,0.13018597662448883,0.5861856193967552,49.52115879828326,2015
118,153.1545258,-27.6665039,0.2806577,3529,893,1160,1105,0.5961103439331055,0.7469270293222507,0.6217274399735836,2.1314098778244257,0.7698276042938232,0.1300535798072815,0.5960887891889937,49.48508037018997,2015
119,153.1544342,-27.6661453,0.2820176,4186,709,1079,1045,0.7103166580200195,0.8306090901060088,0.8198538080641358,2.848231077576043,0.65708988904953,0.2069351226091385,0.7102934326967862,70.43499328859059,2015
120,153.1549377,-27.66362,0.2825166,3178,928,1092,1121,0.5479785799980164,0.7079599193402828,0.5440827973110219,1.8504915606712773,0.8498168587684631,0.08118811994791031,0.5479572155006137,36.16943762376238,2015
121,153.1544495,-27.6658745,0.2826314,3498,760,1070,1056,0.6430249214172363,0.7827086798452001,0.6751824817518249,2.3248102189781026,0.7102803587913513,0.16939890384674072,0.6430007327108422,60.20652459016393,2015
122,153.1548309,-27.6654263,0.2828048,3201,1030,1138,1116,0.5131174921989441,0.6781914639482238,0.49291617473435667,1.6653707201889025,0.9050966501235962,0.049815498292446136,0.51309806294255,27.62052398523985,2015
123,153.1548309,-27.6665039,0.2832566,2829,1087,1126,1144,0.4448416829109192,0.6157234697634522,0.40432643208615715,1.3448530312877165,0.9653640985488892,0.017623135820031166,0.4448235005719889,18.848234071396295,2015
124,153.156662,-27.6636829,0.2832751,2564,1032,1052,1131,0.42602890729904175,0.597457000364102,0.37280381564218634,1.2308042049934302,0.980988621711731,0.00959692895412445,0.4260099661861541,16.661124760076774,2015
125,153.1568604,-27.6656952,0.2835113,2839,940,1046,1071,0.5025138854980469,0.6688584912276383,0.4544584310534628,1.5262306035514284,0.8986615538597107,0.05337361618876457,0.5024926174070429,28.590096676737158,2015
126,153.1546326,-27.665247,0.2835422,3620,883,1177,1130,0.6078169941902161,0.7560518732821038,0.6552235947524658,2.252598965814421,0.7502124309539795,0.14271844923496246,0.6077954147754022,52.936205825242716,2015
127,153.1549377,-27.6638889,0.2840105,2939,1035,1134,1151,0.47911423444747925,0.6478005860858502,0.45262207008034994,1.519586649550706,0.9126983880996704,0.0456431545317173,0.4790949533989573,26.483576763485473,2015
128,153.1546326,-27.6653366,0.2847615,3827,884,1195,1124,0.6247081160545349,0.7689864585463511,0.6875525651808243,2.3695651808242224,0.7397489547729492,0.14959114789962769,0.6246869136263681,54.80898989898989,2015
129,153.1565552,-27.6636295,0.2865455,2896,1199,1170,1174,0.4144078195095062,0.5859387751161194,0.37594151528577757,1.242156402303943,1.024786353111267,-0.012241452001035213,0.4143916232821184,10.710253271422541,2015
