OBJECTID,grid_code,X,Y
315,0.3623745,153.1552582,-27.6632519
316,0.3623745,153.1552734,-27.6632519
317,0.3623745,153.1552734,-27.6632519
318,0.3623745,153.1552887,-27.6632519
319,0.3623745,153.1552887,-27.6632519
320,0.3623745,153.155304,-27.6632519
321,0.3623745,153.1553192,-27.6632519
322,0.3623745,153.1553192,-27.6632519
323,0.3623745,153.1553345,-27.6632519
324,0.3579164,153.1553345,-27.6632519
325,0.3579164,153.1553497,-27.6632519
326,0.3579164,153.155365,-27.6632519
327,0.3579164,153.155365,-27.6632519
328,0.3579164,153.1553802,-27.6632519
329,0.3510064,153.1553802,-27.6632519
330,0.3510064,153.1553955,-27.6632519
331,0.3510064,153.1553955,-27.6632519
332,0.3510064,153.1554108,-27.6632519
333,0.3510064,153.155426,-27.6632519
334,0.3510064,153.155426,-27.6632519
335,0.3764018,153.1554413,-27.6632519
336,0.3764018,153.1554413,-27.6632519
337,0.3764018,153.1554565,-27.6632519
338,0.3764018,153.1554718,-27.6632519
339,0.3764018,153.1554718,-27.6632519
340,0.3764018,153.1554871,-27.6632519
341,0.3764018,153.1554871,-27.6632519
342,0.3764018,153.1555023,-27.6632519
343,0.3764018,153.1555176,-27.6632519
344,0.3764018,153.1555176,-27.6632519
345,0.3764018,153.1555328,-27.6632519
346,0.3889247,153.1555328,-27.6632519
347,0.3889247,153.1555481,-27.6632519
348,0.3889247,153.1555481,-27.6632519
349,0.3889247,153.1555634,-27.6632519
350,0.3889247,153.1555786,-27.6632519
351,0.3889247,153.1555786,-27.6632519
352,0.3889247,153.1555939,-27.6632519
353,0.3889247,153.1555939,-27.6632519
354,0.3889247,153.1556091,-27.6632519
355,0.3889247,153.1556244,-27.6632519
356,0.3889247,153.1556244,-27.6632519
357,0.3889247,153.1556396,-27.6632519
358,0.3693918,153.1556396,-27.6632519
359,0.3693918,153.1556549,-27.6632519
360,0.3693918,153.1556702,-27.6632519
361,0.3106865,153.1551208,-27.6632614
362,0.3721046,153.1551361,-27.6632614
363,0.3721046,153.1551361,-27.6632614
364,0.3721046,153.1551514,-27.6632614
365,0.3721046,153.1551666,-27.6632614
366,0.3721046,153.1551666,-27.6632614
367,0.3721046,153.1551819,-27.6632614
368,0.3721046,153.1551819,-27.6632614
369,0.3721046,153.1551971,-27.6632614
370,0.3721046,153.1552124,-27.6632614
371,0.3721046,153.1552124,-27.6632614
372,0.3721046,153.1552277,-27.6632614
373,0.3615995,153.1552277,-27.6632614
374,0.3615995,153.1552429,-27.6632614
375,0.3615995,153.1552429,-27.6632614
376,0.3615995,153.1552582,-27.6632614
377,0.3615995,153.1552734,-27.6632614
378,0.3615995,153.1552734,-27.6632614
379,0.3615995,153.1552887,-27.6632614
380,0.3615995,153.1552887,-27.6632614
381,0.3615995,153.155304,-27.6632614
382,0.3615995,153.1553192,-27.6632614
383,0.3615995,153.1553192,-27.6632614
384,0.3615995,153.1553345,-27.6632614
385,0.3510064,153.1553345,-27.6632614
386,0.3510064,153.1553497,-27.6632614
387,0.3510064,153.155365,-27.6632614
388,0.3510064,153.155365,-27.6632614
389,0.3510064,153.1553802,-27.6632614
390,0.3510064,153.1553802,-27.6632614
391,0.3510064,153.1553955,-27.6632614
392,0.3510064,153.1553955,-27.6632614
393,0.3510064,153.1554108,-27.6632614
394,0.3510064,153.155426,-27.6632614
395,0.3510064,153.155426,-27.6632614
396,0.3764018,153.1554413,-27.6632614
397,0.3764018,153.1554413,-27.6632614
398,0.3764018,153.1554565,-27.6632614
399,0.3764018,153.1554718,-27.6632614
400,0.3764018,153.1554718,-27.6632614
401,0.3764018,153.1554871,-27.6632614
402,0.3764018,153.1554871,-27.6632614
403,0.3764018,153.1555023,-27.6632614
404,0.3764018,153.1555176,-27.6632614
405,0.3764018,153.1555176,-27.6632614
406,0.3764018,153.1555328,-27.6632614
407,0.3889247,153.1555328,-27.6632614
408,0.3889247,153.1555481,-27.6632614
409,0.3889247,153.1555481,-27.6632614
410,0.3889247,153.1555634,-27.6632614
411,0.3889247,153.1555786,-27.6632614
412,0.3889247,153.1555786,-27.6632614
413,0.3889247,153.1555939,-27.6632614
414,0.3889247,153.1555939,-27.6632614
415,0.3889247,153.1556091,-27.6632614
416,0.3889247,153.1556244,-27.6632614
417,0.3889247,153.1556244,-27.6632614
418,0.3889247,153.1556396,-27.6632614
419,0.3693918,153.1556396,-27.6632614
420,0.3693918,153.1556549,-27.6632614
421,0.3693918,153.1556702,-27.6632614
422,0.3693918,153.1556702,-27.6632614
423,0.3693918,153.1556854,-27.6632614
424,0.3106865,153.1551056,-27.663269
425,0.3106865,153.1551208,-27.663269
426,0.3106865,153.1551208,-27.663269
427,0.3721046,153.1551361,-27.663269
428,0.3721046,153.1551361,-27.663269
429,0.3721046,153.1551514,-27.663269
430,0.3721046,153.1551666,-27.663269
431,0.3721046,153.1551666,-27.663269
432,0.3721046,153.1551819,-27.663269
433,0.3721046,153.1551819,-27.663269
434,0.3721046,153.1551971,-27.663269
435,0.3721046,153.1552124,-27.663269
436,0.3721046,153.1552124,-27.663269
437,0.3721046,153.1552277,-27.663269
438,0.3615995,153.1552277,-27.663269
439,0.3615995,153.1552429,-27.663269
440,0.3615995,153.1552429,-27.663269
441,0.3615995,153.1552582,-27.663269
442,0.3615995,153.1552734,-27.663269
443,0.3615995,153.1552734,-27.663269
444,0.3615995,153.1552887,-27.663269
445,0.3615995,153.1552887,-27.663269
446,0.3615995,153.155304,-27.663269
447,0.3615995,153.1553192,-27.663269
448,0.3615995,153.1553192,-27.663269
449,0.3615995,153.1553345,-27.663269
450,0.3510064,153.1553345,-27.663269
451,0.3510064,153.1553497,-27.663269
452,0.3510064,153.155365,-27.663269
453,0.3510064,153.155365,-27.663269
454,0.3510064,153.1553802,-27.663269
455,0.3510064,153.1553802,-27.663269
456,0.3510064,153.1553955,-27.663269
457,0.3510064,153.1553955,-27.663269
458,0.3510064,153.1554108,-27.663269
459,0.3510064,153.155426,-27.663269
460,0.3510064,153.155426,-27.663269
461,0.3764018,153.1554413,-27.663269
462,0.3764018,153.1554413,-27.663269
463,0.3764018,153.1554565,-27.663269
464,0.3764018,153.1554718,-27.663269
465,0.3764018,153.1554718,-27.663269
466,0.3764018,153.1554871,-27.663269
467,0.3764018,153.1554871,-27.663269
468,0.3764018,153.1555023,-27.663269
469,0.3764018,153.1555176,-27.663269
470,0.3764018,153.1555176,-27.663269
471,0.3764018,153.1555328,-27.663269
472,0.3889247,153.1555328,-27.663269
473,0.3889247,153.1555481,-27.663269
474,0.3889247,153.1555481,-27.663269
475,0.3889247,153.1555634,-27.663269
476,0.3889247,153.1555786,-27.663269
477,0.3889247,153.1555786,-27.663269
478,0.3889247,153.1555939,-27.663269
479,0.3889247,153.1555939,-27.663269
480,0.3889247,153.1556091,-27.663269
481,0.3889247,153.1556244,-27.663269
482,0.3889247,153.1556244,-27.663269
483,0.3889247,153.1556396,-27.663269
484,0.3693918,153.1556396,-27.663269
485,0.3693918,153.1556549,-27.663269
486,0.3693918,153.1556702,-27.663269
487,0.3693918,153.1556702,-27.663269
488,0.3693918,153.1556854,-27.663269
489,0.3693918,153.1556854,-27.663269
490,0.3693918,153.1557007,-27.663269
491,0.3693918,153.1557159,-27.663269
492,0.3106865,153.1550903,-27.6632786
493,0.3106865,153.1551056,-27.6632786
494,0.3106865,153.1551208,-27.6632786
495,0.3106865,153.1551208,-27.6632786
496,0.3721046,153.1551361,-27.6632786
497,0.3721046,153.1551361,-27.6632786
498,0.3721046,153.1551514,-27.6632786
499,0.3721046,153.1551666,-27.6632786
500,0.3721046,153.1551666,-27.6632786
501,0.3721046,153.1551819,-27.6632786
502,0.3721046,153.1551819,-27.6632786
503,0.3721046,153.1551971,-27.6632786
504,0.3721046,153.1552124,-27.6632786
505,0.3721046,153.1552124,-27.6632786
506,0.3721046,153.1552277,-27.6632786
507,0.3615995,153.1552277,-27.6632786
508,0.3615995,153.1552429,-27.6632786
509,0.3615995,153.1552429,-27.6632786
510,0.3615995,153.1552582,-27.6632786
511,0.3615995,153.1552734,-27.6632786
512,0.3615995,153.1552734,-27.6632786
513,0.3615995,153.1552887,-27.6632786
514,0.3615995,153.1552887,-27.6632786
515,0.3615995,153.155304,-27.6632786
516,0.3615995,153.1553192,-27.6632786
517,0.3615995,153.1553192,-27.6632786
518,0.3615995,153.1553345,-27.6632786
519,0.3510064,153.1553345,-27.6632786
520,0.3510064,153.1553497,-27.6632786
521,0.3510064,153.155365,-27.6632786
522,0.3510064,153.155365,-27.6632786
523,0.3510064,153.1553802,-27.6632786
524,0.3510064,153.1553802,-27.6632786
525,0.3510064,153.1553955,-27.6632786
526,0.3510064,153.1553955,-27.6632786
527,0.3510064,153.1554108,-27.6632786
528,0.3510064,153.155426,-27.6632786
529,0.3510064,153.155426,-27.6632786
530,0.3764018,153.1554413,-27.6632786
531,0.3764018,153.1554413,-27.6632786
532,0.3764018,153.1554565,-27.6632786
533,0.3764018,153.1554718,-27.6632786
534,0.3764018,153.1554718,-27.6632786
535,0.3764018,153.1554871,-27.6632786
536,0.3764018,153.1554871,-27.6632786
537,0.3764018,153.1555023,-27.6632786
538,0.3764018,153.1555176,-27.6632786
539,0.3764018,153.1555176,-27.6632786
540,0.3764018,153.1555328,-27.6632786
541,0.3889247,153.1555328,-27.6632786
542,0.3889247,153.1555481,-27.6632786
543,0.3889247,153.1555481,-27.6632786
544,0.3889247,153.1555634,-27.6632786
545,0.3889247,153.1555786,-27.6632786
546,0.3889247,153.1555786,-27.6632786
547,0.3889247,153.1555939,-27.6632786
548,0.3889247,153.1555939,-27.6632786
549,0.3889247,153.1556091,-27.6632786
550,0.3889247,153.1556244,-27.6632786
551,0.3889247,153.1556244,-27.6632786
552,0.3889247,153.1556396,-27.6632786
553,0.3693918,153.1556396,-27.6632786
554,0.3693918,153.1556549,-27.6632786
555,0.3693918,153.1556702,-27.6632786
556,0.3693918,153.1556702,-27.6632786
557,0.3693918,153.1556854,-27.6632786
558,0.3693918,153.1556854,-27.6632786
559,0.3693918,153.1557007,-27.6632786
560,0.3693918,153.1557159,-27.6632786
561,0.3693918,153.1557159,-27.6632786
562,0.3693918,153.1557312,-27.6632786
563,0.3106865,153.1550751,-27.6632881
564,0.3106865,153.1550903,-27.6632881
565,0.3106865,153.1550903,-27.6632881
566,0.3106865,153.1551056,-27.6632881
567,0.3106865,153.1551208,-27.6632881
568,0.3106865,153.1551208,-27.6632881
569,0.3721046,153.1551361,-27.6632881
570,0.3721046,153.1551361,-27.6632881
571,0.3721046,153.1551514,-27.6632881
572,0.3721046,153.1551666,-27.6632881
573,0.3721046,153.1551666,-27.6632881
574,0.3721046,153.1551819,-27.6632881
575,0.3721046,153.1551819,-27.6632881
576,0.3721046,153.1551971,-27.6632881
577,0.3721046,153.1552124,-27.6632881
578,0.3721046,153.1552124,-27.6632881
579,0.3721046,153.1552277,-27.6632881
580,0.3615995,153.1552277,-27.6632881
581,0.3615995,153.1552429,-27.6632881
582,0.3615995,153.1552429,-27.6632881
583,0.3615995,153.1552582,-27.6632881
584,0.3615995,153.1552734,-27.6632881
585,0.3615995,153.1552734,-27.6632881
586,0.3615995,153.1552887,-27.6632881
587,0.3615995,153.1552887,-27.6632881
588,0.3615995,153.155304,-27.6632881
589,0.3615995,153.1553192,-27.6632881
590,0.3615995,153.1553192,-27.6632881
591,0.3615995,153.1553345,-27.6632881
592,0.3510064,153.1553345,-27.6632881
593,0.3510064,153.1553497,-27.6632881
594,0.3510064,153.155365,-27.6632881
595,0.3510064,153.155365,-27.6632881
596,0.3510064,153.1553802,-27.6632881
597,0.3510064,153.1553802,-27.6632881
598,0.3510064,153.1553955,-27.6632881
599,0.3510064,153.1553955,-27.6632881
600,0.3510064,153.1554108,-27.6632881
601,0.3510064,153.155426,-27.6632881
602,0.3510064,153.155426,-27.6632881
603,0.3764018,153.1554413,-27.6632881
604,0.3764018,153.1554413,-27.6632881
605,0.3764018,153.1554565,-27.6632881
606,0.3764018,153.1554718,-27.6632881
607,0.3764018,153.1554718,-27.6632881
608,0.3764018,153.1554871,-27.6632881
609,0.3764018,153.1554871,-27.6632881
610,0.3764018,153.1555023,-27.6632881
611,0.3764018,153.1555176,-27.6632881
612,0.3764018,153.1555176,-27.6632881
613,0.3764018,153.1555328,-27.6632881
614,0.3889247,153.1555328,-27.6632881
615,0.3889247,153.1555481,-27.6632881
616,0.3889247,153.1555481,-27.6632881
617,0.3889247,153.1555634,-27.6632881
618,0.3889247,153.1555786,-27.6632881
619,0.3889247,153.1555786,-27.6632881
620,0.3889247,153.1555939,-27.6632881
621,0.3889247,153.1555939,-27.6632881
622,0.3889247,153.1556091,-27.6632881
623,0.3889247,153.1556244,-27.6632881
624,0.3889247,153.1556244,-27.6632881
625,0.3889247,153.1556396,-27.6632881
626,0.3693918,153.1556396,-27.6632881
627,0.3693918,153.1556549,-27.6632881
628,0.3693918,153.1556702,-27.6632881
629,0.3693918,153.1556702,-27.6632881
630,0.3693918,153.1556854,-27.6632881
631,0.3693918,153.1556854,-27.6632881
632,0.3693918,153.1557007,-27.6632881
633,0.3693918,153.1557159,-27.6632881
634,0.3693918,153.1557159,-27.6632881
635,0.3693918,153.1557312,-27.6632881
636,0.3693918,153.1557312,-27.6632881
637,0.3674589,153.1557465,-27.6632881
638,0.3106865,153.1550598,-27.6632977
639,0.3106865,153.1550751,-27.6632977
640,0.3106865,153.1550751,-27.6632977
641,0.3106865,153.1550903,-27.6632977
642,0.3106865,153.1550903,-27.6632977
643,0.3106865,153.1551056,-27.6632977
644,0.3106865,153.1551208,-27.6632977
645,0.3106865,153.1551208,-27.6632977
646,0.3721046,153.1551361,-27.6632977
647,0.3721046,153.1551361,-27.6632977
648,0.3721046,153.1551514,-27.6632977
649,0.3721046,153.1551666,-27.6632977
650,0.3721046,153.1551666,-27.6632977
651,0.3721046,153.1551819,-27.6632977
652,0.3721046,153.1551819,-27.6632977
653,0.3721046,153.1551971,-27.6632977
654,0.3721046,153.1552124,-27.6632977
655,0.3721046,153.1552124,-27.6632977
656,0.3721046,153.1552277,-27.6632977
657,0.3615995,153.1552277,-27.6632977
658,0.3615995,153.1552429,-27.6632977
659,0.3615995,153.1552429,-27.6632977
660,0.3615995,153.1552582,-27.6632977
661,0.3615995,153.1552734,-27.6632977
662,0.3615995,153.1552734,-27.6632977
663,0.3615995,153.1552887,-27.6632977
664,0.3615995,153.1552887,-27.6632977
665,0.3615995,153.155304,-27.6632977
666,0.3615995,153.1553192,-27.6632977
667,0.3615995,153.1553192,-27.6632977
668,0.3615995,153.1553345,-27.6632977
669,0.3510064,153.1553345,-27.6632977
670,0.3510064,153.1553497,-27.6632977
671,0.3510064,153.155365,-27.6632977
672,0.3510064,153.155365,-27.6632977
673,0.3510064,153.1553802,-27.6632977
674,0.3510064,153.1553802,-27.6632977
675,0.3510064,153.1553955,-27.6632977
676,0.3510064,153.1553955,-27.6632977
